epoch,train_loss,train_acc,val_loss,val_acc
1,0.5486454636944691,0.5650274588117823,1.3705212703301082,0.3230154767848228
2,0.15050959121017413,0.8091612581128308,1.0048528224066144,0.5576635047428856
3,0.2307753277960207,0.7596105841238143,1.0936734119892357,0.4952571143285072
4,0.08558707804750619,0.8654518222666001,1.1990903708200364,0.46080878681977033
5,0.09491171667034283,0.8665751372940589,1.064714897738298,0.5691462805791313
6,0.08400333331106487,0.8664503245132301,1.0976523047557665,0.6210683974038942
7,0.09627148018872315,0.8570893659510734,1.2863251288057385,0.5476784822765851
8,0.060895708966600376,0.8887918122815777,1.3383221097190083,0.5811283075386919
9,0.09611612211559963,0.8688217673489765,1.1306355406329802,0.6115826260609086
10,0.043152667074992,0.9068896655017474,1.21070208450704,0.5986020968547179
11,0.018879257722818666,0.942461308037943,1.2115892934102865,0.7074388417373939
12,0.011673745954317643,0.9518222666000998,1.3646453363356876,0.708936595107339
13,0.009781733172541392,0.9578132800798802,1.3374164273875895,0.7363954068896655
14,0.01047424199068033,0.9633050424363455,1.1495307445641434,0.6999500748876685
15,0.03860202997818746,0.9259860209685472,1.1819394762314859,0.6739890164752871
16,0.017218339455772436,0.9503245132301548,1.3296814718601284,0.7378931602596106
17,0.007892179180614797,0.9664253619570644,1.4116262657920302,0.7493759360958562
18,0.004791151393465656,0.9776585122316526,1.4915310004219242,0.7898152770843735
19,0.025598682830679426,0.9463305042436345,1.3385124545780587,0.6550174737893161
20,0.02232382469769861,0.9432101847229156,1.325567109361514,0.7154268597104343
21,0.008089893915049644,0.9664253619570644,1.4314332967107959,0.7778332501248127
22,0.034012476826384856,0.9534448327508737,0.9762464623063193,0.6025961058412381
23,0.013366347966756145,0.9609335996005991,1.2829911466102064,0.7748377433849226
24,0.005737963349189813,0.9765351972041937,1.4509525966025698,0.7738392411382926
25,0.00403309151744091,0.9836495257114328,1.4114178615151214,0.7738392411382926
26,0.0030781720458080675,0.9853969046430354,1.543861862458591,0.7623564653020469
27,0.00222869810262822,0.9920119820269596,1.6996138394665379,0.7868197703444832
28,0.0012203368916931768,0.9951323015476785,1.8623132800763555,0.7978032950574139
29,0.0011133013260970137,0.9952571143285073,2.044588516905398,0.8127808287568647
30,0.0008480156012109543,0.9965052421367948,2.0765195195125736,0.8112830753869196
31,0.0012319770223640596,0.9956315526709935,1.779664543163828,0.7898152770843735
32,0.0018279772748178776,0.9925112331502746,2.0342371801566053,0.8092860708936596
33,0.0029834932785681614,0.9883924113829257,1.9350352912997681,0.8122815776335497
34,0.0006661564919511619,0.9975037443834248,2.031438459757735,0.8067898152770844
35,0.0004974943626995703,0.9982526210683974,1.9789201275069548,0.8107838242636046
36,0.00045148538927522296,0.9985022466300549,2.0011901021790655,0.8087868197703445
37,0.0003795318112176419,0.9985022466300549,2.3438829085154147,0.8082875686470294
38,0.0002244615501771363,0.9992511233150274,2.3801937702962763,0.8092860708936596
39,0.00017559960967536745,0.9992511233150274,2.3795216598556315,0.8072890664003994
40,0.00025121711146972676,0.9992511233150274,2.388464886588141,0.8057913130304544
41,0.00013727657154962794,0.9995007488766849,2.4108138720563055,0.8072890664003994
42,0.00017349091957468874,0.9995007488766849,2.360801886079196,0.8087868197703445
43,0.00026873596949926725,0.9992511233150274,2.3663342836677828,0.8092860708936596
44,0.00018690048279031783,0.9996255616575137,2.395568996644987,0.8072890664003994
45,0.00010055815317716318,0.9998751872191712,2.407439206487463,0.8087868197703445
46,0.00012576259130290493,0.9996255616575137,2.447161799827061,0.8082875686470294
47,6.894519490904471e-05,0.9998751872191712,2.3794866305524796,0.8097853220169745
48,8.852599450667114e-05,0.9997503744383425,2.3918273580845897,0.8102845731402896
49,3.498961869271976e-05,0.9998751872191712,2.358876746969432,0.8127808287568647
50,5.59479765986624e-05,0.9998751872191712,2.4364582285880085,0.8102845731402896
51,3.0345491413763724e-05,1.0,2.4004945450253627,0.8097853220169745
52,5.298494015533224e-05,0.9998751872191712,2.4262451109933183,0.8112830753869196
53,2.7279872791034914e-05,1.0,2.406096066369008,0.8122815776335497
54,2.5370486581325392e-05,1.0,2.3907049587199314,0.8112830753869196
55,5.047130177558132e-05,0.9998751872191712,2.4094752529637224,0.8117823265102346
56,3.358625124958645e-05,1.0,2.424286825700228,0.8112830753869196
57,2.3981387233861146e-05,1.0,2.408047125445706,0.8132800798801797
58,2.2715268372344172e-05,1.0,2.396748196401941,0.8122815776335497
59,2.1417827722022503e-05,1.0,2.3982285173472775,0.8117823265102346
60,2.3399214514339283e-05,1.0,2.405752974959371,0.8122815776335497
61,2.1731264312895788e-05,1.0,2.426932147699742,0.8137793310034948
62,1.883595022042632e-05,1.0,2.4196323469990384,0.8112830753869196
63,1.7061001068591736e-05,1.0,2.4022868327637594,0.8132800798801797
64,1.7879765111081444e-05,1.0,2.425795633824993,0.8112830753869196
65,1.7975269599532436e-05,1.0,2.452302729601008,0.8127808287568647
66,1.632214587855234e-05,1.0,2.45250673072869,0.8122815776335497
67,1.5552212278310923e-05,1.0,2.447763808911141,0.8122815776335497
68,1.5032714334155427e-05,1.0,2.444920550538768,0.8117823265102346
69,1.4466867779436613e-05,1.0,2.440667440087713,0.8122815776335497
70,1.4949351428563093e-05,1.0,2.444731597363197,0.8117823265102346
71,1.432089600301585e-05,1.0,2.447139990330988,0.8127808287568647
72,1.3924152405965355e-05,1.0,2.452827871031439,0.8122815776335497
73,1.3890151199908543e-05,1.0,2.457215875591464,0.8127808287568647
74,1.3288527511783431e-05,1.0,2.453939344119744,0.8127808287568647
75,2.1633672449193836e-05,0.9998751872191712,2.461779831438108,0.8132800798801797
76,1.3085972571838973e-05,1.0,2.4617451760268256,0.8132800798801797
77,1.3384899592340308e-05,1.0,2.4631559154629348,0.8132800798801797
78,2.668899496807028e-05,0.9998751872191712,2.4675017331435285,0.8132800798801797
79,1.340300063378354e-05,1.0,2.4676757235525817,0.8132800798801797
80,1.3146370892637363e-05,1.0,2.4677337184597574,0.8132800798801797
81,1.509337001357528e-05,1.0,2.4701541551521458,0.8132800798801797
82,1.3911051241037818e-05,1.0,2.4705120484372993,0.8132800798801797
83,1.4017243861714642e-05,1.0,2.4709432461202665,0.8132800798801797
84,1.6770636964773105e-05,1.0,2.473716878060609,0.8127808287568647
85,1.4001779332576387e-05,1.0,2.474633521444979,0.8127808287568647
86,1.3802110064029996e-05,1.0,2.4755801122148755,0.8127808287568647
87,1.2951900018371827e-05,1.0,2.475143668271071,0.8127808287568647
88,1.3321699062515606e-05,1.0,2.4754007316123485,0.8127808287568647
89,1.3356395321859658e-05,1.0,2.475797055761823,0.8127808287568647
90,1.3739493111049323e-05,1.0,2.476364770498104,0.8127808287568647
91,1.2927653408393254e-05,1.0,2.4759039606456117,0.8127808287568647
92,1.3704541104337904e-05,1.0,2.47814742185379,0.8127808287568647
93,1.5920277875046344e-05,1.0,2.48098944091892,0.8127808287568647
94,1.2824348932867436e-05,1.0,2.48098671402967,0.8127808287568647
95,1.3501073663773088e-05,1.0,2.4815558431348697,0.8127808287568647
96,1.3542691175981366e-05,1.0,2.482899206542176,0.8127808287568647
97,1.2886066572673894e-05,1.0,2.482803347303343,0.8127808287568647
98,1.2641253549735305e-05,1.0,2.482272217041457,0.8127808287568647
99,1.2192994781063328e-05,1.0,2.4812542809915255,0.8127808287568647
100,1.4939418518170522e-05,1.0,2.4838452900861707,0.8127808287568647
